id,text,klass,humor_rating,humor_mechanism
tweet7235,"Entender a la mujer es saber que nada es algo, 5 minutos es 1 hora, vete es un quédate y “haz lo que quieras” es un desafío, no un permiso.",joke,1.875,
tweet7236,"Es hermosa la camiseta, MAMAAAAAA DAME LA TARJETA UN SEGUNDITO",no-joke,,
tweet7237,"""Perdón por mi soberbia, me levanto malhumorado y me agarro con todos""

Capo, yo me levanto con la pija dura siempre y no por eso... en fin.",joke,1.3333,
tweet7238,"-¿Con Twitter se puede ganar dinero? -Si, cuando borras la cuenta y te pones a trabajar... #fb",joke,3.2,
tweet7239,"Justifique su repuesta: Falso, porque no es verdadero.",joke,1.75,
tweet7240,#BuenLunes y recuerden: Nadie sabe lo que tiene hasta que viene su madre y dice: ¿Esto te sirve o lo tiro?,joke,2.2,reference
tweet7241,"-Tengo ganas de viajar a la Polinesia, como el año pasado...
-Wow! Fuiste a la Polinesia! 
-No, pero el año pasado también tenía ganas.",joke,3.0,
tweet7242,"Oye, te quedaron bien bonitas las 435,091 fotos que subiste de último viaje. Qué lástima que no pudiste tomar más.",joke,2.25,
tweet7243,Julio come fideos del plato y Oscar de la Hoya.  #CHISTES,joke,3.0,
tweet7244,"—Buuuuu!!! —¿Quién anda ahí? —Naaadiieeee —Menos mal, me asusté",joke,2.357142857142857,
tweet7245,FIDENCIO y PITONI delivery de pelotas al rival,no-joke,,
tweet7246,"No puedo vivir sin ti.
me muero por sentirte toda la noche..
gotas de sudor corren por mi cuerp..
te deseo..MALDITO VENTILADOR FUNCIONA",joke,2.5,unmasking
tweet7247,Y tampoco me parece que este mal que un(...)se tome su tiempo para sus cosas y su vida.Deja de hacerte el que sos un ejemplo.,no-joke,,
tweet7248,"—Mama, ¿soy adoptado? —¿Tú crees que te habríamos elegido a ti? 😂",joke,3.2,
tweet7249,"#concluHOGARGUATE mi mas sentido pésame para todos los guatemaltecos de antemano, porque a como vamos tragedias peores nos esperan",no-joke,,
tweet7250,"Los hombres de verdad cuando nos gusta alguien, se lo hacemos saber con una bellísima canción de Juan Gabriel, no con anónimos en curiouscat",no-joke,,
tweet7251,"Dicen q los únicos ladrones y culpables de la pobreza son los políticos, ¿y la gente que está en Sisbén sin necesidad? #NoMásTrampasAlSisbén",no-joke,,
tweet7252,Sácate la cucaracha que ando bien Raid,joke,1.5,
tweet7253,El #HotelVictoria da más miedo que ver que no te guardaron pizza :(,no-joke,,
tweet7254,Estoy con el y me olvido de todo  ❤,no-joke,,
tweet7255,Hacen chistes con la muerte de Fidel Castro pero critican a quienes hacen chistes por la tragedia del avión. Twitter.,no-joke,,
tweet7256,Detengan el semestre!!!,no-joke,,
tweet7257,Me lleno de amor en tan poco tiempo pero no se q mas hacer para estar bien con el cuando a el todo le chupa un huevo.,no-joke,,
tweet7258,"Me dormí y hacía un montón de calor, y ahora despierto y resulta que está lloviendo... ¿viajé en el tiempo?",no-joke,,
tweet7259,"— Mamá, aún no sé qué estudiar. — ¿Qué te gusta? — Dormir, comer y andar en twitter.",joke,2.2,absurd
tweet7260,"Mi día fue como todo un lunes, de hueva y de la verga.",no-joke,,
tweet7261,"Un amigo me dice ""Virys la verdad no me gusta que seas tan sencilla deberías ser mucho más mamona""🤔🙄

*Creo que tiene razón 😋",no-joke,,
tweet7262,"—¿Tienes huesos? 
—Sí. 
—Bueno, pues ya tenemos 206 cosas en común.",joke,2.0,
tweet7263,¡¡NOOOOOOO @acmilan!! ¿DE QUÉ COLOR QUERÉIS EL LAZO PARA ENVOLVER A KAKA' Y OS LO ENVIAMOS GRATIS?,no-joke,,
tweet7264,Tengo 2 pesos cuando me dan por la panocha de aneth ? #MasterChefMx,no-joke,,
tweet7265,¿Qué va hacer Batman en internet? BaTwittear!,joke,1.875,wordplay
tweet7266,Dormí 3 hs de siesta con Benji y ahora no me duerme  nadie..,no-joke,,
tweet7267,La parte buena del transporte público es poder dormir mientras el chófer conduce. Es como ser rico pero en pobre.,joke,1.75,
tweet7268,"Hoy es viernes y mi cuerpo lo sabe, sabe que me voy a quedar en mi cama a VER NETFLIX Y COMER PIZZA.",joke,3.0,
tweet7269,Los condones no son 100% seguros. Un amigo mío estaba usando uno y lo atropelló un auto...,joke,2.6,absurd
tweet7270,"Dime que ya no me amas para intentar olvidarte,dime que no quieres verme para irme a otra parte",no-joke,,
tweet7271,Esto de estar despierta en las madrugadas no me está gustando 😔😔😔,no-joke,,
tweet7272,"El tema ""Despacito"" resucitó más veces que Jesús.",joke,1.8,
tweet7273,"Que tu mamá abra un video de gemidos, cagarte de risa y después darte cuenta qué no era una broma, sino que se grabó con el mecánico.",joke,3.0,
tweet7274,Nada mas lindo que te devuelvan una indirecta con otra indirecta.,no-joke,,
tweet7275,"A huevo, este fin tengo casa sola, voy a aprovechar para llorar a gusto sin que nadie me escuche.",no-joke,,
tweet7276,Ya no puedo con esta pinche rodillaa,no-joke,,
tweet7277,"El ex CEO de la @YPFoficial K, Miguel Galuccio, adquiere Entre Lomas  (@pampaenergia) y Pluspetrol Resources x u$s800M. Llega a Vaca Muerta.",no-joke,,
tweet7278,Me tengo que levantar temprano y no puedo dormir,no-joke,,
tweet7279,"""Soy chiquita pero picosa"". 

—Una chaparrita que es bien puta",joke,2.0,
tweet7280,QUIERO GANAR NEGRO PLS #JoelVerdugoDeLeopoldo,no-joke,,
tweet7281,JAJAJA JAJAJAJA,no-joke,,
tweet7282,“Aprendí a vivir sin esas personas que viven sin mí.”,no-joke,,
tweet7283,Les mando un beso en el PEDORRO a todas mis orita girls 😘,no-joke,,
tweet7284,No hay nada mas indefenso que una mujer con las uñas recién pintadas.,joke,2.8889,exaggeration
tweet7285,Que tú crees si prendemos un blunt?,no-joke,,
tweet7286,Ningún crack futbolero hace tan buenas fintas como tú al fingir sentir algo por mi.,joke,1.6667,
tweet7287,Que sean tus ganas de triunfar las que te empujen hacia adelante 🌈❤,no-joke,,
tweet7288,"Mamá -La cagué, la cagué! -Qué paso hijo, que hiciste? -Iba a despertar a mi hermana con un pedo y LA CAGUÉ #XD",joke,2.0,
tweet7289,Estoy mas preocupado que cocodrilo en fábrica de carteras con el partido del Real Madrid San Lorenzo #MundialDeClubes,joke,2.0,
tweet7290,"Que chido el PS que me saca de aprietos , netaa!!",no-joke,,
tweet7291,No entiendo a la gente que no tiene hambre todo el día como yo.,no-joke,,
tweet7292,— ¿Dónde encuentro la felicidad? — Hace tres cuadras y dobla a la izquierda — Pero ahí venden comida... — Exacto. :3,joke,2.25,
tweet7293,"¿Esperar por ti JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ ok, pero no tardes.",joke,1.75,unmasking
tweet7294,Lo bueno de no salir de viaje en estas fechas es que puedes disfrutar del paisaje de la ciudad sin carros. #PobrePeroPositiva,joke,2.75,
tweet7295,—Que ojos tan grandes tienes! —Para verte mejor! —Y que orejotas! —Para escucharte mejor! —Y que iPhone tan grande.. —Es un iPad PENDEJA!,joke,2.6,
tweet7296,#SeMeAceleraElCorazónCuando escucho la alarma sísmica,no-joke,,
tweet7297,"Contéstale rápido, dedícale canciones, desvélate con ella, escríbele cosas bonitas. Y te aseguro que te querrá como su mejor amigo.",joke,2.6666666667,
tweet7298,"Mujer se despierta el da 6 desnuda junto a Baltasar: -Un volvo, te ped un VOLVO, no un POLVO, sordo de mierda!",joke,2.6,wordplay
tweet7299,"Necesito un nuevo fondo de pantalla y quiero que sea una foto de nosotros, bb",no-joke,,
tweet7300,YA CRECE MADURA,no-joke,,
tweet7301,QUIEREN OTROS #SABIASQUE ??,no-joke,,
tweet7302,"MARUDAR EESSSS................ UYYY NO LOS DEJO EMPEZO BOB ESPONJA, CHAO #RT #XD",no-joke,,
tweet7303,(8) This is the rythim of the night...,no-joke,,
tweet7304,"Noooo, ni mergas",no-joke,,
tweet7305,Creo que hasta chevi cantaba el himno mejor que Fergie.,no-joke,,
tweet7306,"Amor cuando t veo en ropa interior me dan ganas d hacerte de todo - Enserio como q? ♥.♥? -Una lipo, un levantamiento d cluteos y d senos #XD",joke,1.6,
tweet7307,"#Chiste si hay 10 gatos y un raton, cuantos gatos persiguen el raton??R/ solo 2 por que 8 de cada 10 prefieren ""WHISKAS #chistes RT",joke,1.6,
tweet7308,"No pagues con la misma moneda, demuestra que tú eres mejor. :)",no-joke,,
tweet7309,SE VIENEN COSAS GRANDES ORITA BOYS,no-joke,,
tweet7310,salieron esas tortas y esos dulces,no-joke,,
tweet7311,"Y bueno, lo importante es tener salud.",no-joke,,
tweet7312,No queda nada la puta madreeee,no-joke,,
tweet7313,"*En un examen* ""Justifique su respuesta"" -¿Como se atreve a cuestionar mi sabiduría?.",joke,2.6,
tweet7314,"#ElDomingoEsPara:

A) Dormir a placer.
B) Tuitear todo el día.
C) Quejarse porque mañana es lunes.
D) Todas las anteriores.",joke,2.5,
tweet7315,"Peleas de pareja.

Antes:

—Me fuiste infiel, ya no te quiero.

Ahora:

—¿VISTE MEDIA TEMPORADA DE LA SERIE SIN MÍ? ¡¡TE ODIOO!!",joke,3.4,
tweet7316,"""A ver, ¿cuándo cumplo años?""

— La pregunta que rompe amistades.",joke,1.0,
tweet7317,"Tres amigas alquilan un cuarto en un hotel, ¿A qué hora lo alquilaron? :
Un cuarto para las tres. #CHISTES",joke,2.2,wordplay
tweet7318,"Ese momento incómodo en el que ya preguntaste ¿Qué? tres veces, y todavía sigues sin entender lo que dijo.",no-joke,,
tweet7319,"19-2-1670  fallece Federico III, Rey de Dinamarca y de Noruega (n. 1609).",no-joke,,
tweet7320,"Sigue a @Famoseando Tiene las mejores frases, notas y chismes de #famosos y #famosas",no-joke,,
tweet7321,#DRegaloQuiero  que no exista la cruda.,no-joke,,
tweet7322,"Eso de dormir tarde y pagar las consecuencias a la mañana siguiente con un chingo de sueño, es lo mío.",no-joke,,
tweet7323,SE NOS QUEDÓ EL CLERICÓ,no-joke,,
tweet7324,Le mostré a mi papá el video de jongdae cantando tears en knowing brother y se quedó en shook ajdjajjd era de esperarse,no-joke,,
tweet7325,Pues me encanta el himno de Marta Sánchez.,no-joke,,
tweet7326,"Hoy amanecí muy positiva, Feliz inicio de mes a todos, besos.",no-joke,,
tweet7327,¿Sera que hoy podremos llegar a los +11.500 seguidores? #TwitterON,no-joke,,
tweet7328,"he sido más productiva hoy en clase que no he tenido casi clases, que cuando tengo xd",joke,1.6667,
tweet7329,El cerebro adolescente es 80% letras de canciones.,joke,2.3333,exaggeration
tweet7330,"Ya solo estoy esperando que Beyoncé saque su álbum de música navideña: ""Beyoncicos"" para terminar el año como se debe.",joke,2.3333,
tweet7331,Cada vez que veo pajaros enjaulados en casas me agarra mucha tristeza y quiero meterme a soltarlos :(,no-joke,,
tweet7332,"Soy el menos conocido de este fandom, que ganas de tener más amigxs",no-joke,,
tweet7333,Cuando sale a hablar Riquelme? Necesito que se las mande a guardar a todos estos hijos de putas,no-joke,,
tweet7334,"#Chiste Mama mama, en el colegio me llaman hijo de puta.
Y dice su madre: ¡¡¡MIERDA YA MA HAN DESCUBIERTO!!! #chistes RT",joke,1.5,
tweet7335,Mis más sinceros dejame en paz.,joke,3.6667,
tweet7336,"—Hace mucho no hablamos.

—Está chingón ¿no? Sigamos así.",joke,1.6,
tweet7337,Dentro de 15min empezamos con el juego de preguntas!.. RT si vas a participar.,no-joke,,
tweet7338,"Ni muy rápido ni muy lento, cuando tenga que llegar, llegará a su tiempo.",no-joke,,
tweet7339,"No borré el vídeo según mis recuerdos, Jeri.",no-joke,,
tweet7340,Pq soy tan sensible haha,no-joke,,
tweet7341,"La semana es así:
— Lunes.
— Martes 
— Miércoles. 
— Jueves. 
— Parpadeas.
— Lunes.",joke,1.6,
tweet7342,Eres como las hamburguesas de McDonald's... Sólo te ves bien en las fotos.,joke,1.0,analogy
tweet7343,Sentir presencias paranormales en tu casa unicamente cuando estas solo.,no-joke,,
tweet7344,"México haciendo un Brasil, joga bonito.",no-joke,,
tweet7345,"El Piojo López tiraba los centros a la tribuna y un dia se escuchó :""Piojo la próxima tirala autografiada la concha de tu hermana  #Chistes:",joke,1.3333,stereotype
tweet7346,To' callao pa que tu novio no se enteré,no-joke,,
tweet7347,Un hombre compró un par de zapatos de piel de TORTUGA y tardó media hora en salir de la tienda...,joke,3.2,
tweet7348,"—¿Quieres helado? —No, solo quiero un beso. —Mejor, entonces más helado para mi.",joke,1.75,
tweet7349,Adoro la gente que transmite G A N A S,no-joke,,
tweet7350,Buenas tardes amigos del AIM🙋🏾‍♂️,no-joke,,
tweet7351,Pepe pecas pica aguacates,no-joke,,
tweet7352,"#firstdates565
- dónde vives?
- en la mala ostia",no-joke,,
tweet7353,walter white sos mi ídolo te entrego a mi wacha si quieres SOS DIOS,no-joke,,
tweet7354,🎶 ME 🎶,no-joke,,
tweet7355,Lpm anoche la luna estaba hermosa,no-joke,,
tweet7356,Quien ya mero cumple años🙋🏻‍♀️ porque yo no🎊🎉,no-joke,,
tweet7357,#RestaPuntosQue te diga que te quiere ver y no haga nada para verte.,no-joke,,
tweet7358,"TENGO UN GRAN ANUNCIO, UNA NOTICIA QUE CAMBIARÁ LA HISTORIA DE TWITTER, QUE DEVOLVERÁ EL SENTIDO A NUESTRA VIDA.

PENDIENTES HOY EN LA NOCHE",no-joke,,
tweet7359,A ésta hora en el 2010 yo estaba entrando y saliendo del MSN para ver si alguien se daba cuenta que estaba ahí.,joke,1.3333333333,
tweet7360,Y es muy fácil juzgar desde afuera. Pero hay un punto en que explotas cuando te matan tu libertad.,no-joke,,
tweet7361,"Estoy molida,pero mi suegra esta peor,trabajo como mulita en el CEAPR. Asi q mañana,ella se queda sentadita y yo y mi husby limpiamos!",no-joke,,
tweet7362,ryan hay que ir a la cosa,no-joke,,
tweet7363,"En Facebook UNFRIEND, en Twitter UNFOLLOW, y en la vida real un 'ANDATE A LA MIERDA' todo lo resuelve",joke,1.3333,analogy
tweet7364,#GuerraDeMemesTNT vas a subir o qué??,no-joke,,
tweet7365,Sabes que ya va a ser Halloween cuando entras al super y ahí ya es Navidad.,joke,2.6667,stereotype
tweet7366,"#TNdeNoche Hola Franco, no vas a hablar de todos los familiares que acomodo Mirtha Tundis?",no-joke,,
tweet7367,"Amigo: Ya no tomes porque vas a manejar.

Mejor amigo: AHORITA PEDIMOS UN UBER ALV, CHÚPALE, PENDEJO.",no-joke,,
tweet7368,"—¿Y el novio, mijo? —¿Y los dientes, abuela?",joke,2.555555555555556,
tweet7369,Honor 7x or Mi Note 5 Pro?,no-joke,,
tweet7370,"Informa @IEEPOGobOax que mañana martes 20022018 se reanudarán clases en #Oaxaca, con excepción de la Costa @SEP_mx #Sismo16Feb",no-joke,,
tweet7371,"Lo que más me gusta de mis amigos, es su mala influencia.",no-joke,,
tweet7372,@0055florida seguime  asi  hablamos por md,no-joke,,
tweet7373,Situación Sentimental: Mi Cupido se droga.,joke,2.4,irony
tweet7374,"—¡Odio a los hombres, todos son iguales!
—Yo no.
—Ay pero tú eres mi mejor amigo, tontito.
—😩😭",joke,1.5,
tweet7375,Ando cansado se todo ya,no-joke,,
tweet7376,"Y os digo, a mi me dice mucho de ella que suelte esto por aquí viendo como está el panorama con el mundo. Que es tema de estado 🙃💗",no-joke,,
tweet7377,Los buenos gobiernos se conocen cuando lo que hacen vale más que lo que sus opositores dicen.,no-joke,,
tweet7378,La gente que trabaja en esta Universidad debería sacarse el dedo...,no-joke,,
tweet7379,"No se si es muy extraño que yo siempre esté al medio de todo, nunca en los extremos.",no-joke,,
tweet7380,"Como es posible que te ""guste"" una persona en tan poco tiempo, WOW que facil olvidasss.",no-joke,,
tweet7381,pa k se hace las superada si las ganas que le tiene a gonzalo se le notan de aca a rivadavia masomenos,no-joke,,
tweet7382,"#Recuerden: Nunca discutir con un idiota, te rebajaras a su altura y ahí te vencerá por su experiencia.",joke,1.3333,
tweet7383,Poco me asusta y nada me frena.,no-joke,,
tweet7384,Youtube deja de ponerme anuncios a cada ratooo.,no-joke,,
tweet7385,"- Hola, me da una iPad. - ¿4? - No, sólo una iPad. - Si ¿pero iPad 4? - Que no! -¿Mini? - ¿Mickey? - ¿Qué onda Pinche Ratona Culera? Bésame!",joke,1.0,
tweet7386,"1er acto Héctor no quiere terminar  
2do acto  Héctor no quiere terminar
¿Cómo se llama la obra?... Terminhector
#Chistes",joke,2.0,
tweet7387,SIENTO QUE AUN ESTOY DE VACACIONES TODAVIA NO ME PUEDO ACOSTUMBRAR A LA ESCUELA,no-joke,,
tweet7388,"- Te noto como ausente.
-",joke,1.8,
tweet7389,no me terminé dando la cabeza contra el borde de la ducha but bueno será la próxima,no-joke,,
tweet7390,Vivir el instante,no-joke,,
tweet7391,el osito winnie fue al baño y hizo pooh :),joke,2.6667,
tweet7392,Tengo permitido llorar???,no-joke,,
tweet7393,Que sexy se vuelve mi cama cuando tengo que estudiar.,joke,1.5454545454545454,reference
tweet7394,Ahorita el pirata de culiacan ya se está empinando el pomo de un jalón para hacer reír a mi gallo de oro Valentin Elizalde.,no-joke,,
tweet7395,"Los gatos dicen ""Miau"", las vacas dicen ""Muu"" y los perros dicen ""Te lo juro mi amor, ella es solo una amiga #xD",joke,1.6666666666666667,absurd
tweet7396,"Dos amigas:
-¿Y quien tuvo la culpa de tu separación?
-Evidentemente mi marido que volvió dos días antes del viaj...",joke,1.6,stereotype
tweet7397,Que premio va a recibir el capítulo de Monster ball Go ? #ExigimosPremioParaMBG !!,no-joke,,
tweet7398,¿Si estas en un avión y el avión explota por donde sales? Respuesta: por las Noticias... #fb,joke,2.5,
tweet7399,"¿Cuál es el colmo de la paciencia? 
Sacarse un moco con un guante de box.",joke,3.3333,absurd
tweet7400,QUE PEDO ORITA BOYS UNOS PUTAZOS O QUE PEDO,no-joke,,
tweet7401,Coño me tiene preocupado eso de la cuenta de PayPal,no-joke,,
tweet7402,Ya me puse de mal humor ?,no-joke,,
tweet7403,Mi mejor amigo le va a hacer una fiesta de cumpleaños a su perro. Y me invito no se como sentirme al respecto,no-joke,,
tweet7404,"Que te acaricien el pelo es lindo. A menos que sea las 2 de la mañana, estés dormido, con todas las luces apagadas y vivas solo. #Twiterror",joke,2.8,exaggeration
tweet7405,"¿Quien tiene mas #FrasesTipicasDeLasMamás?, mándelas y les daré RT!",no-joke,,
tweet7406,Y yo que te deseo a moooorirrrr,no-joke,,
tweet7407,Sólo hay dos palabras en el mundo que te abrirán muchas puertas. Jale y empuje.,joke,2.833333333333333,
tweet7408,"Debatan, cual es mejor?",no-joke,,
tweet7409,"—Mira ahí va el amor de mi vida.
— Pero si va con su pareja 
— Si lo sé, los deje ser felices.",joke,2.75,
